27.51,24507
27.51,24607
27.51,24709
27.51,24810
27.51,24910
27.51,25012
27.51,25112
27.51,25213
27.51,25314
27.51,25415
27.51,25517
27.51,25617
27.51,25718
27.51,25819
27.51,25920
27.51,26020
27.51,26122
27.51,26222
27.51,26323
27.51,26425
27.51,26525
27.51,26627
27.51,26727
27.51,26828
27.51,26929
27.51,27030
27.51,27131
27.51,27232
27.51,27333
27.62,27433
27.62,27535
27.62,27635
27.62,27737
27.62,27837
27.62,27938
27.62,28040
27.62,28140
27.62,28241
27.62,28342
27.62,28443
27.62,28544
27.62,28645
27.62,28746
27.62,28847
27.62,28948
27.62,29048
27.62,29150
27.62,29250
27.62,29351
27.62,29453
27.62,29553
27.62,29655
27.62,29755
27.62,29856
27.62,29957
27.62,30058
27.62,30158
27.62,30260
27.62,30361
27.62,30461
27.62,30563
27.62,30663
27.62,30765
27.62,30865
27.62,30966
27.62,31068
27.62,31168
27.62,31269
27.62,31370
27.62,31471
27.62,31571
27.62,31673
27.62,31774
27.62,31875
27.62,31976
27.62,32076
27.62,32178
27.62,32278
27.62,32379
27.62,32481
27.51,32581
27.51,32683
27.51,-32753
27.51,-32652
27.51,-32551
27.51,-32450
27.51,-32349
27.51,-32248
27.51,-32147
27.51,-32047
27.51,-31945
27.51,-31845
27.51,-31743
27.51,-31643
27.51,-31542
27.51,-31440
27.62,-31340
27.51,-31239
27.62,-31138
27.51,-31037
27.51,-30937
27.51,-30835
27.51,-30734
27.51,-30633
27.62,-30532
27.62,-30432
27.51,-30330
27.51,-30230
27.62,-30129
27.51,-30027
27.51,-29927
27.62,-29826
27.62,-29725
27.51,-29624
27.51,-29523
27.51,-29422
27.62,-29321
27.62,-29220
27.51,-29119
27.62,-29019
27.62,-28917
27.62,-28817
27.62,-28716
27.62,-28614
27.62,-28514
27.62,-28412
27.62,-28312
27.62,-28211
27.62,-28110
27.62,-28009
27.62,-27908
27.62,-27807
27.62,-27706
27.62,-27605
27.62,-27504
27.62,-27404
27.62,-27302
27.62,-27201
27.62,-27101
27.62,-26999
27.62,-26899
27.62,-26798
27.62,-26697
27.62,-26596
27.62,-26494
27.62,-26394
27.62,-26293
27.62,-26192
27.62,-26091
27.62,-25991
27.62,-25889
27.62,-25788
27.62,-25688
27.62,-25586
27.74,-25486
27.62,-25384
27.62,-25284
27.74,-25183
27.74,-25081
27.74,-24981
27.74,-24880
27.74,-24779
27.74,-24678
27.74,-24578
27.74,-24476
27.74,-24375
27.74,-24274
27.62,-24173
27.62,-24073
27.62,-23971
27.74,-23871
27.74,-23770
27.74,-23668
27.62,-23568
27.74,-23466
27.62,-23366
27.62,-23265
27.62,-23164
27.62,-23063
27.62,-22962
27.62,-22861
27.62,-22760
27.62,-22660
27.62,-22558
27.62,-22458
27.62,-22356
27.62,-22255
27.74,-22155
27.74,-22053
27.62,-21953
27.62,-21852
27.62,-21751
27.62,-21650
27.62,-21549
27.62,-21448
27.62,-21347
27.62,-21246
27.62,-21145
27.62,-21045
27.62,-20943
27.62,-20842
27.62,-20742
27.62,-20640
27.74,-20540
27.62,-20439
27.62,-20338
27.62,-20237
27.74,-20135
27.62,-20035
27.74,-19934
27.62,-19833
27.74,-19732
27.74,-19632
27.74,-19530
27.74,-19429
27.74,-19328
27.74,-19227
27.62,-19127
27.74,-19025
27.74,-18925
27.74,-18824
27.74,-18722
27.74,-18622
27.74,-18521
27.74,-18420
27.74,-18319
27.74,-18218
27.74,-18117
27.74,-18016
27.74,-17915
27.74,-17814
27.74,-17714
27.74,-17612
27.74,-17512
27.62,-17411
27.74,-17309
27.74,-17209
27.74,-17107
27.74,-17007
27.74,-16906
27.74,-16805
27.74,-16704
27.62,-16603
27.74,-16502
27.74,-16401
27.74,-16301
27.74,-16199
27.74,-16099
27.74,-15997
27.74,-15896
27.74,-15796
27.74,-15694
27.74,-15594
27.74,-15493
27.74,-15392
27.74,-15291
27.74,-15189
27.74,-15089
27.74,-14988
27.74,-14887
27.74,-14786
27.74,-14686
27.86,-14584
27.86,-14483
27.74,-14383
27.86,-14281
27.86,-14181
27.74,-14079
27.86,-13979
27.86,-13878
27.86,-13776
27.86,-13676
27.86,-13575
27.86,-13474
27.86,-13373
27.86,-13273
27.86,-13171
27.86,-13070
27.86,-12969
27.86,-12868
27.86,-12768
27.86,-12666
27.86,-12566
27.86,-12465
27.86,-12363
27.86,-12263
27.86,-12162
27.86,-12061
27.86,-11960
27.86,-11859
27.86,-11758
27.86,-11657
27.74,-11556
27.86,-11455
27.86,-11355
27.86,-11253
27.86,-11153
27.86,-11052
27.86,-10951
27.86,-10850
27.86,-10748
27.86,-10648
27.86,-10547
27.86,-10446
27.86,-10345
27.86,-10245
27.86,-10143
27.86,-10042
27.86,-9941
27.86,-9840
27.86,-9740
27.86,-9638
27.98,-9538
27.98,-9437
27.98,-9336
27.98,-9235
27.98,-9135
27.86,-9033
27.98,-8933
27.86,-8831
27.98,-8731
27.86,-8630
27.86,-8528
27.86,-8428
27.86,-8327
27.86,-8226
27.74,-8125
27.86,-8025
27.86,-7923
27.86,-7823
27.86,-7721
27.86,-7621
27.86,-7520
27.86,-7419
27.86,-7318
27.86,-7218
27.86,-7116
27.86,-7016
27.86,-6915
27.86,-6813
27.86,-6713
27.86,-6611
27.86,-6511
27.86,-6410
27.86,-6309
27.86,-6208
27.86,-6108
27.86,-6006
27.86,-5906
27.86,-5805
27.86,-5704
27.86,-5603
27.86,-5502
27.86,-5401
27.74,-5301
27.74,-5199
27.86,-5099
27.86,-4998
27.86,-4896
27.86,-4796
27.86,-4695
27.86,-4594
27.86,-4493
27.74,-4392
27.86,-4291
27.86,-4191
27.86,-4089
27.86,-3989
27.86,-3888
27.86,-3787
27.74,-3686
27.74,-3586
27.74,-3484
27.74,-3384
27.74,-3282
27.74,-3181
27.74,-3081
27.74,-2979
27.74,-2879
27.74,-2778
27.74,-2677
27.74,-2576
27.74,-2476
27.74,-2374
27.74,-2274
27.74,-2172
27.86,-2072
27.86,-1971
27.86,-1870
27.86,-1769
27.86,-1669
27.86,-1567
27.86,-1467
27.86,-1365
27.86,-1264
27.86,-1164
27.86,-1062
27.86,-962
27.86,-861
27.86,-760
27.86,-659
27.86,-559
27.86,-458
27.86,-357
27.86,-256
27.86,-155
27.86,-55
27.86,47
27.86,147
27.86,248
27.86,349
27.86,450
27.86,550
27.86,652
27.98,752
27.98,854
27.86,954
27.86,1055
27.86,1156
27.62,1257
27.98,1357
27.86,1459
27.86,1559
27.86,1660
27.86,1761
27.86,1862
27.86,1963
27.86,2064
27.86,2164
27.86,2266
27.86,2366
27.86,2467
27.86,2568
27.86,2669
27.86,2769
27.86,2871
27.86,2971
27.86,3073
27.86,3174
27.86,3274
28.10,3376
27.86,3476
27.86,3577
27.86,3678
27.86,3779
27.86,3879
27.86,3981
27.86,4081
27.86,4183
27.86,4283
27.86,4384
27.86,4485
27.98,4586
27.98,4686
27.86,4788
27.98,4888
27.98,4989
27.98,5090
27.98,5191
27.98,5292
27.98,5393
27.98,5493
27.98,5595
27.98,5695
27.98,5796
27.98,5898
27.98,5998
27.98,6099
27.98,6200
27.98,6301
27.98,6402
27.98,6503
27.98,6603
27.98,6705
27.98,6805
27.98,6906
27.98,7007
27.98,7108
27.98,7208
27.98,7310
27.98,7410
27.98,7512
27.98,7612
27.98,7713
27.98,7814
27.98,7915
27.98,8015
27.98,8117
27.98,8217
27.98,8318
27.98,8419
27.98,8520
27.98,8621
28.10,8722
27.98,8822
27.98,8924
27.98,9024
27.98,9125
27.98,9227
27.98,9327
27.98,9428
27.98,9529
27.98,9630
28.22,9731
28.10,9832
28.10,9932
27.98,10034
27.98,10134
28.10,10235
27.98,10336
27.98,10437
27.98,10537
28.10,10639
27.98,10740
27.98,10841
27.98,10942
27.98,11042
27.98,11144
27.98,11244
27.98,11345
27.98,11447
27.98,11547
27.98,11649
27.98,11749
27.98,11850
27.98,11951
27.98,12052
27.98,12152
27.98,12254
27.98,12355
27.98,12455
27.98,12557
27.98,12657
27.98,12759
27.98,12859
27.98,12960
27.98,13061
27.98,13162
27.98,13263
27.98,13364
27.98,13465
27.98,13565
27.98,13667
27.98,13767
27.98,13869
27.98,13970
27.98,14070
27.98,14172
27.98,14272
27.98,14373
27.98,14474
27.98,14575
27.98,14675
27.98,14777
27.98,14878
28.10,14979
28.10,15080
27.98,15180
27.98,15282
28.10,15382
28.10,15483
28.10,15585
28.10,15685
28.10,15787
28.10,15887
28.10,15988
28.10,16089
28.10,16190
28.10,16290
28.10,16392
28.10,16493
28.10,16593
28.10,16695
28.10,16795
28.10,16897
28.10,16997
28.10,17098
28.10,17199
28.10,17300
28.10,17401
28.10,17502
28.10,17603
28.10,17703
28.10,17805
27.86,17905
28.10,18007
28.10,18108
28.10,18208
28.10,18310
28.10,18410
28.10,18511
28.10,18612
28.10,18713
28.10,18813
28.10,18915
28.10,19016
28.10,19117
28.10,19218
28.10,19318
28.10,19420
28.10,19520
28.10,19621
28.10,19723
28.10,19823
27.98,19924
28.10,20025
28.10,20126
28.10,20227
28.10,20328
28.10,20428
